"workerid","nat","age","gender","race","region","gendCom","raceCom","regCom","genCom","name1","conttype2","context","trialtype","content","qtype","conttype","naturalness","comment","experiment"
"S_302","Y","30s","F","CAU","RO",NA,"","","","Alice","c2","neg","mnpi","lift","pnq","c1",78,"","exp3b"
"S_302","Y","30s","F","CAU","RO",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",34,"","exp3b"
"S_15","Y","40s","M","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",5,"","exp3b"
"S_15","Y","40s","M","CAU","WE",NA,"","","","Carrie","c2","neg","evenl","inkling","pq","c1",83,"","exp3b"
"S_15","Y","40s","M","CAU","WE",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",87,"","exp3b"
"S_15","Y","40s","M","CAU","WE",NA,"","","","Lily","c2","neut2","snpi","anything","evenq","c1",70,"","exp3b"
"S_15","Y","40s","M","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",77,"","exp3b"
"S_15","Y","40s","M","CAU","WE",NA,"","","","Sally","c2","neg","evenh","praise","evenpnq","c1",31,"","exp3b"
"S_15","Y","40s","M","CAU","WE",NA,"","","","Andrew","c2","neut","mnpi","give","pnq","c1",74,"","exp3b"
"S_404","N","40s","F","ASI","nonUS",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",1,"","exp3b"
"S_404","N","40s","F","ASI","nonUS",NA,"","","","Roy","c2","neg","snpi","anytime","pnq","c1",80,"","exp3b"
"S_404","N","40s","F","ASI","nonUS",NA,"","","","Jacob","c2","neut","evenl","smallest","evenpnq","c1",32,"","exp3b"
"S_404","N","40s","F","ASI","nonUS",NA,"","","","Sally","c2","pos","evenh","call","evenq","c1",68,"","exp3b"
"S_404","N","40s","F","ASI","nonUS",NA,"","","","Alice","c2","neut2","mnpi","lift","pq","c1",0,"","exp3b"
"S_404","N","40s","F","ASI","nonUS",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",0,"","exp3b"
"S_404","N","40s","F","ASI","nonUS",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",60,"","exp3b"
"S_304","Y","30s","M","LAT","SW",NA,"","","Thanks!","Prue","TRUE","c1","filler","base1c","res","TRUE",20,"","exp3b"
"S_304","Y","30s","M","LAT","SW",NA,"","","Thanks!","Roy","c2","neg","snpi","ever","pq2","c1",88,"","exp3b"
"S_304","Y","30s","M","LAT","SW",NA,"","","Thanks!","Dean","TRUE","c1","filler","base2c","res","FALSE",6,"","exp3b"
"S_304","Y","30s","M","LAT","SW",NA,"","","Thanks!","Lydia","yespre2","c1","filler","someclimb","noever2","c2",15,"","exp3b"
"S_304","Y","30s","M","LAT","SW",NA,"","","Thanks!","Jacob","c2","neut","evenl","grain","evenq","c1",80,"","exp3b"
"S_304","Y","30s","M","LAT","SW",NA,"","","Thanks!","Alice","c2","neut2","mnpi","wink","evenpnq","c1",25,"","exp3b"
"S_304","Y","30s","M","LAT","SW",NA,"","","Thanks!","Matt","c2","pos","evenh","read","pnq","c1",80,"","exp3b"
"S_2","Y","20s","M","AFR","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",92,"","exp3b"
"S_2","Y","20s","M","AFR","MA",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",100,"","exp3b"
"S_2","Y","20s","M","AFR","MA",NA,"","","","Andrew","c2","neut2","mnpi","clue","evenpnq","c1",100,"","exp3b"
"S_2","Y","20s","M","AFR","MA",NA,"","","","Matt","c2","pos","evenh","solve","pnq","c1",82,"","exp3b"
"S_2","Y","20s","M","AFR","MA",NA,"","","","Roy","c2","neg","snpi","ever","pq2","c1",28,"","exp3b"
"S_2","Y","20s","M","AFR","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3b"
"S_2","Y","20s","M","AFR","MA",NA,"","","","Jacob","c2","neut","evenl","grain","evenq","c1",12,"","exp3b"
"S_324","Y","30s","M","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",70,"","exp3b"
"S_324","Y","30s","M","CAU","SO",NA,"","","","Carrie","c2","neut2","evenl","hint","evenq","c1",37,"","exp3b"
"S_324","Y","30s","M","CAU","SO",NA,"","","","Sally","c2","neut","evenh","praise","pnq","c1",59,"","exp3b"
"S_324","Y","30s","M","CAU","SO",NA,"","","","Roy","c2","neut","snpi","ever","pq2","c1",41,"He didn't adress her question about the plane.  The context is correct from Roy's question but he should have addressed here question first.","exp3b"
"S_324","Y","30s","M","CAU","SO",NA,"","","","Andrew","c2","neg","mnpi","give","evenpnq","c1",35,"Andrew worded his response oddly.  It should read","exp3b"
"S_324","Y","30s","M","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",4,"This doesn't make sense.","exp3b"
"S_324","Y","30s","M","CAU","SO",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",2,"","exp3b"
"S_352","Y","30s","M","AFR","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",80,"","exp3b"
"S_352","Y","30s","M","AFR","SW",NA,"","","","Carrie","c2","neg","evenl","hint","pnq","c1",20,"","exp3b"
"S_352","Y","30s","M","AFR","SW",NA,"","","","Alice","c2","neut","mnpi","lift","evenq","c1",35,"","exp3b"
"S_352","Y","30s","M","AFR","SW",NA,"","","","Lily","c2","neut2","snpi","anything","evenpnq","c1",100,"","exp3b"
"S_352","Y","30s","M","AFR","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_352","Y","30s","M","AFR","SW",NA,"","","","Sally","c2","neg","evenh","call","pq","c1",0,"","exp3b"
"S_352","Y","30s","M","AFR","SW",NA,"","","","Lydia","yespre","c1","filler","someclimb","yesever","c2",0,"","exp3b"
"S_21","Y","60s","F","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",33,"A more natural response would have been preceded by \No ...\.","exp3b"
"S_21","Y","60s","F","CAU","WE",NA,"","","","Sally","c2","neg","evenh","call","evenpnq","c1",98,"","exp3b"
"S_21","Y","60s","F","CAU","WE",NA,"","","","Lydia","yespre2","c1","filler","someclimb","noever2","c2",37,"","exp3b"
"S_21","Y","60s","F","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",3,"","exp3b"
"S_21","Y","60s","F","CAU","WE",NA,"","","","Andrew","c2","neut","mnpi","give","pnq","c1",31,"","exp3b"
"S_21","Y","60s","F","CAU","WE",NA,"","","","Roy","c2","neut2","snpi","anytime","evenq","c1",39,"","exp3b"
"S_21","Y","60s","F","CAU","WE",NA,"","","","Jacob","c2","neg","evenl","smallest","pq","c1",99,"","exp3b"
"S_332","Y","50s","F","CAU","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",73,"","exp3b"
"S_332","Y","50s","F","CAU","MA",NA,"","","","Matt","c2","pos","evenh","read","evenq","c1",25,"","exp3b"
"S_332","Y","50s","F","CAU","MA",NA,"","","","Andrew","c2","neut2","mnpi","clue","pq","c1",81,"","exp3b"
"S_332","Y","50s","F","CAU","MA",NA,"","","","Jacob","c2","neut","evenl","grain","evenpnq","c1",16,"","exp3b"
"S_332","Y","50s","F","CAU","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",67,"","exp3b"
"S_332","Y","50s","F","CAU","MA",NA,"","","","Roy","c2","neg","snpi","ever","pnq2","c1",84,"","exp3b"
"S_332","Y","50s","F","CAU","MA",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",19,"","exp3b"
"S_118","Y","20s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",100,"","exp3b"
"S_118","Y","20s","M","CAU","MW",NA,"","","","Lydia","yespre2","c1","filler","someclimb","noever2","c2",100,"","exp3b"
"S_118","Y","20s","M","CAU","MW",NA,"","","","Alice","c2","neg","mnpi","wink","evenq","c1",0,"","exp3b"
"S_118","Y","20s","M","CAU","MW",NA,"","","","Carrie","c2","neut2","evenl","inkling","pnq","c1",100,"","exp3b"
"S_118","Y","20s","M","CAU","MW",NA,"","","","Sally","c2","neut","evenh","praise","pq","c1",100,"","exp3b"
"S_118","Y","20s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",60,"","exp3b"
"S_118","Y","20s","M","CAU","MW",NA,"","","","Lily","c2","neut","snpi","anything","evenpnq","c1",44,"","exp3b"
"S_88","Y","30s","M","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",85,"","exp3b"
"S_88","Y","30s","M","CAU","SO",NA,"","","","Matt","c2","neg","evenh","solve","evenq","c1",95,"","exp3b"
"S_88","Y","30s","M","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_88","Y","30s","M","CAU","SO",NA,"","","","Roy","c2","neut2","snpi","anytime","pnq","c1",63,"","exp3b"
"S_88","Y","30s","M","CAU","SO",NA,"","","","Carrie","c2","neg","evenl","hint","evenpnq","c1",69,"","exp3b"
"S_88","Y","30s","M","CAU","SO",NA,"","","","Lydia","yespre","c1","filler","someclimb","yesever","c2",14,"","exp3b"
"S_88","Y","30s","M","CAU","SO",NA,"","","","Alice","c2","neut","mnpi","lift","pq","c1",10,"","exp3b"
"S_358","Y","30s","F","NAT","SW",NA,"","","good","Prue","TRUE","c1","filler","base1c","res","TRUE",75,"good","exp3b"
"S_358","Y","30s","F","NAT","SW",NA,"","","good","Alice","c2","neut","mnpi","wink","evenpnq","c1",69,"well","exp3b"
"S_358","Y","30s","F","NAT","SW",NA,"","","good","Roy","c2","neut2","snpi","anytime","pq","c1",89,"good","exp3b"
"S_358","Y","30s","F","NAT","SW",NA,"","","good","Lydia","yespre","c1","filler","someclimb","noever","c2",91,"beauty","exp3b"
"S_358","Y","30s","F","NAT","SW",NA,"","","good","Carrie","c2","neg","evenl","inkling","evenq","c1",78,"good","exp3b"
"S_358","Y","30s","F","NAT","SW",NA,"","","good","Sally","c2","neg","evenh","call","pnq","c1",84,"well","exp3b"
"S_358","Y","30s","F","NAT","SW",NA,"","","good","Dean","TRUE","c1","filler","base2c","res","FALSE",88,"good","exp3b"
"S_121","Y","30s","F","CAU","MA",NA,"","","Some of the responses could work even if they sound strange. Oftentimes in my own life someone will ask a question and someone else will respond with a vague question of their own oddly enough.","Prue","TRUE","c1","filler","base1c","res","TRUE",94,"","exp3b"
"S_121","Y","30s","F","CAU","MA",NA,"","","Some of the responses could work even if they sound strange. Oftentimes in my own life someone will ask a question and someone else will respond with a vague question of their own oddly enough.","Dean","TRUE","c1","filler","base2c","res","FALSE",1,"","exp3b"
"S_121","Y","30s","F","CAU","MA",NA,"","","Some of the responses could work even if they sound strange. Oftentimes in my own life someone will ask a question and someone else will respond with a vague question of their own oddly enough.","Sally","c2","pos","evenh","praise","pnq","c1",32,"","exp3b"
"S_121","Y","30s","F","CAU","MA",NA,"","","Some of the responses could work even if they sound strange. Oftentimes in my own life someone will ask a question and someone else will respond with a vague question of their own oddly enough.","Alice","c2","neut2","mnpi","wink","evenpnq","c1",7,"It doesn't sound right based purely on her asking if Jane \slept a wink\. That expression doesn't make sense in that sentence.","exp3b"
"S_121","Y","30s","F","CAU","MA",NA,"","","Some of the responses could work even if they sound strange. Oftentimes in my own life someone will ask a question and someone else will respond with a vague question of their own oddly enough.","Carrie","c2","neut","evenl","hint","evenq","c1",99,"","exp3b"
"S_121","Y","30s","F","CAU","MA",NA,"","","Some of the responses could work even if they sound strange. Oftentimes in my own life someone will ask a question and someone else will respond with a vague question of their own oddly enough.","Roy","c2","neg","snpi","anytime","pq","c1",66,"","exp3b"
"S_121","Y","30s","F","CAU","MA",NA,"","","Some of the responses could work even if they sound strange. Oftentimes in my own life someone will ask a question and someone else will respond with a vague question of their own oddly enough.","Lydia","yespre2","c1","filler","someclimb","noever2","c2",86,"","exp3b"
"S_23","Y","20s","M","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",0,"","exp3b"
"S_23","Y","20s","M","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",51,"","exp3b"
"S_23","Y","20s","M","CAU","SO",NA,"","","","Matt","c2","neg","evenh","solve","evenq","c1",81,"","exp3b"
"S_23","Y","20s","M","CAU","SO",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",5,"","exp3b"
"S_23","Y","20s","M","CAU","SO",NA,"","","","Lily","c2","neut2","snpi","anything","pnq2","c1",8,"","exp3b"
"S_23","Y","20s","M","CAU","SO",NA,"","","","Andrew","c2","neut","mnpi","clue","pq","c1",88,"","exp3b"
"S_23","Y","20s","M","CAU","SO",NA,"","","","Jacob","c2","neg","evenl","grain","evenpnq","c1",75,"","exp3b"
"S_401","Y","20s","M","CAU","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",17,"","exp3b"
"S_401","Y","20s","M","CAU","MA",NA,"","","","Jacob","c2","neg","evenl","grain","evenpnq","c1",91,"","exp3b"
"S_401","Y","20s","M","CAU","MA",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",3,"","exp3b"
"S_401","Y","20s","M","CAU","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_401","Y","20s","M","CAU","MA",NA,"","","","Sally","c2","neg","evenh","call","evenq","c1",71,"","exp3b"
"S_401","Y","20s","M","CAU","MA",NA,"","","","Andrew","c2","neut","mnpi","give","pq","c1",93,"","exp3b"
"S_401","Y","20s","M","CAU","MA",NA,"","","","Roy","c2","neut2","snpi","ever","pnq2","c1",27,"","exp3b"
"S_374","Y","40s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",23,"","exp3b"
"S_374","Y","40s","F","CAU","MW",NA,"","","","Carrie","c2","neg","evenl","inkling","pq","c1",94,"","exp3b"
"S_374","Y","40s","F","CAU","MW",NA,"","","","Andrew","c2","neut","mnpi","give","pnq","c1",66,"","exp3b"
"S_374","Y","40s","F","CAU","MW",NA,"","","","Lily","c2","neut2","snpi","anything","evenq","c1",63,"","exp3b"
"S_374","Y","40s","F","CAU","MW",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",16,"","exp3b"
"S_374","Y","40s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",82,"","exp3b"
"S_374","Y","40s","F","CAU","MW",NA,"","","","Sally","c2","neg","evenh","call","evenpnq","c1",95,"","exp3b"
"S_413","Y","20s","M","CAU","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",60,"","exp3b"
"S_413","Y","20s","M","CAU","SW",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",90,"","exp3b"
"S_413","Y","20s","M","CAU","SW",NA,"","","","Lily","c2","neut","snpi","anything","pq2","c1",42,"","exp3b"
"S_413","Y","20s","M","CAU","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",76,"","exp3b"
"S_413","Y","20s","M","CAU","SW",NA,"","","","Andrew","c2","neg","mnpi","clue","evenpnq","c1",99,"","exp3b"
"S_413","Y","20s","M","CAU","SW",NA,"","","","Matt","c2","neut","evenh","solve","pnq","c1",72,"","exp3b"
"S_413","Y","20s","M","CAU","SW",NA,"","","","Jacob","c2","neut2","evenl","smallest","evenq","c1",90,"","exp3b"
"S_160","Y","40s","F","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",73,"","exp3b"
"S_160","Y","40s","F","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",78,"","exp3b"
"S_160","Y","40s","F","CAU","WE",NA,"","","","Carrie","c2","neut2","evenl","inkling","pnq","c1",60,"","exp3b"
"S_160","Y","40s","F","CAU","WE",NA,"","","","Lily","c2","neut","snpi","anything","evenpnq","c1",59,"","exp3b"
"S_160","Y","40s","F","CAU","WE",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",65,"","exp3b"
"S_160","Y","40s","F","CAU","WE",NA,"","","","Andrew","c2","neg","mnpi","clue","evenq","c1",57,"","exp3b"
"S_160","Y","40s","F","CAU","WE",NA,"","","","Sally","c2","neut","evenh","call","pq","c1",58,"","exp3b"
"S_274","Y","20s","M","CAU","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",82,"","exp3b"
"S_274","Y","20s","M","CAU","MA",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",93,"","exp3b"
"S_274","Y","20s","M","CAU","MA",NA,"","","","Jacob","c2","neut","evenl","grain","evenq","c1",93,"","exp3b"
"S_274","Y","20s","M","CAU","MA",NA,"","","","Roy","c2","neg","snpi","ever","pq2","c1",75,"","exp3b"
"S_274","Y","20s","M","CAU","MA",NA,"","","","Alice","c2","neut2","mnpi","lift","evenpnq","c1",37,"","exp3b"
"S_274","Y","20s","M","CAU","MA",NA,"","","","Matt","c2","pos","evenh","solve","pnq","c1",92,"","exp3b"
"S_274","Y","20s","M","CAU","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",8,"","exp3b"
"S_66","Y","20s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",80,"","exp3b"
"S_66","Y","20s","F","CAU","MW",NA,"","","","Jacob","c2","neut2","evenl","grain","evenpnq","c1",38,"","exp3b"
"S_66","Y","20s","F","CAU","MW",NA,"","","","Lily","c2","neut","snpi","anything","pnq","c1",65,"","exp3b"
"S_66","Y","20s","F","CAU","MW",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",71,"","exp3b"
"S_66","Y","20s","F","CAU","MW",NA,"","","","Alice","c2","neg","mnpi","lift","pq","c1",29,"","exp3b"
"S_66","Y","20s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",90,"","exp3b"
"S_66","Y","20s","F","CAU","MW",NA,"","","","Sally","c2","neut","evenh","call","evenq","c1",58,"","exp3b"
"S_93","Y","20s","M","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",65,"","exp3b"
"S_93","Y","20s","M","CAU","WE",NA,"","","","Sally","c2","pos","evenh","praise","evenq","c1",78,"","exp3b"
"S_93","Y","20s","M","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",49,"","exp3b"
"S_93","Y","20s","M","CAU","WE",NA,"","","","Roy","c2","neg","snpi","ever","pnq2","c1",65,"","exp3b"
"S_93","Y","20s","M","CAU","WE",NA,"","","","Jacob","c2","neut","evenl","smallest","evenpnq","c1",75,"","exp3b"
"S_93","Y","20s","M","CAU","WE",NA,"","","","Andrew","c2","neut2","mnpi","give","pq","c1",81,"","exp3b"
"S_93","Y","20s","M","CAU","WE",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",22,"","exp3b"
"S_33","Y","20s","F","CAU","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",93,"","exp3b"
"S_33","Y","20s","F","CAU","SW",NA,"","","","Alice","c2","neut","mnpi","lift","evenpnq","c1",37,"","exp3b"
"S_33","Y","20s","F","CAU","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",24,"","exp3b"
"S_33","Y","20s","F","CAU","SW",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",81,"","exp3b"
"S_33","Y","20s","F","CAU","SW",NA,"","","","Sally","c2","neg","evenh","call","pnq","c1",99,"","exp3b"
"S_33","Y","20s","F","CAU","SW",NA,"","","","Carrie","c2","neg","evenl","inkling","evenq","c1",96,"","exp3b"
"S_33","Y","20s","F","CAU","SW",NA,"","","","Lily","c2","neut2","snpi","anything","pq2","c1",96,"","exp3b"
"S_434","Y","20s","M","ASI","MA",NA,"","","The study was interesting thank you.","Prue","TRUE","c1","filler","base1c","res","TRUE",100,"","exp3b"
"S_434","Y","20s","M","ASI","MA",NA,"","","The study was interesting thank you.","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_434","Y","20s","M","ASI","MA",NA,"","","The study was interesting thank you.","Jacob","c2","neg","evenl","smallest","pnq","c1",100,"","exp3b"
"S_434","Y","20s","M","ASI","MA",NA,"","","The study was interesting thank you.","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",100,"","exp3b"
"S_434","Y","20s","M","ASI","MA",NA,"","","The study was interesting thank you.","Lily","c2","neut2","snpi","anything","evenpnq","c1",100,"","exp3b"
"S_434","Y","20s","M","ASI","MA",NA,"","","The study was interesting thank you.","Matt","c2","neg","evenh","solve","pq","c1",100,"","exp3b"
"S_434","Y","20s","M","ASI","MA",NA,"","","The study was interesting thank you.","Andrew","c2","neut","mnpi","clue","evenq","c1",100,"","exp3b"
"S_52","Y","20s","M","ASI","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",82,"","exp3b"
"S_52","Y","20s","M","ASI","SW",NA,"","","","Andrew","c2","neut","mnpi","clue","evenpnq","c1",100,"","exp3b"
"S_52","Y","20s","M","ASI","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",92,"","exp3b"
"S_52","Y","20s","M","ASI","SW",NA,"","","","Sally","c2","neg","evenh","call","pnq","c1",100,"","exp3b"
"S_52","Y","20s","M","ASI","SW",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",21,"","exp3b"
"S_52","Y","20s","M","ASI","SW",NA,"","","","Roy","c2","neut2","snpi","ever","pq2","c1",90,"","exp3b"
"S_52","Y","20s","M","ASI","SW",NA,"","","","Carrie","c2","neg","evenl","inkling","evenq","c1",91,"","exp3b"
"S_55","Y","50s","F","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",25,"","exp3b"
"S_55","Y","50s","F","CAU","WE",NA,"","","","Roy","c2","neg","snpi","anytime","pnq","c1",100,"","exp3b"
"S_55","Y","50s","F","CAU","WE",NA,"","","","Lydia","yespre","c1","filler","someclimb","yesever","c2",7,"","exp3b"
"S_55","Y","50s","F","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_55","Y","50s","F","CAU","WE",NA,"","","","Alice","c2","neut2","mnpi","lift","pq","c1",100,"","exp3b"
"S_55","Y","50s","F","CAU","WE",NA,"","","","Sally","c2","pos","evenh","praise","evenq","c1",100,"","exp3b"
"S_55","Y","50s","F","CAU","WE",NA,"","","","Jacob","c2","neut","evenl","grain","evenpnq","c1",100,"","exp3b"
"S_202","Y","30s","M","NAT","nonUS",NA,"","","good","Prue","TRUE","c1","filler","base1c","res","TRUE",96,"good","exp3b"
"S_202","Y","30s","M","NAT","nonUS",NA,"","","good","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",97,"good","exp3b"
"S_202","Y","30s","M","NAT","nonUS",NA,"","","good","Andrew","c2","neut2","mnpi","clue","pnq","c1",78,"good","exp3b"
"S_202","Y","30s","M","NAT","nonUS",NA,"","","good","Dean","TRUE","c1","filler","base2c","res","FALSE",99,"good","exp3b"
"S_202","Y","30s","M","NAT","nonUS",NA,"","","good","Matt","c2","pos","evenh","read","evenpnq","c1",99,"good","exp3b"
"S_202","Y","30s","M","NAT","nonUS",NA,"","","good","Jacob","c2","neut","evenl","grain","pq","c1",98,"good","exp3b"
"S_202","Y","30s","M","NAT","nonUS",NA,"","","good","Roy","c2","neg","snpi","ever","evenq","c1",98,"good","exp3b"
"S_356","Y","30s","M","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",100,"","exp3b"
"S_356","Y","30s","M","CAU","WE",NA,"","","","Sally","c2","neg","evenh","call","pq","c1",6,"","exp3b"
"S_356","Y","30s","M","CAU","WE",NA,"","","","Roy","c2","neut2","snpi","anytime","evenpnq","c1",68,"","exp3b"
"S_356","Y","30s","M","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_356","Y","30s","M","CAU","WE",NA,"","","","Carrie","c2","neg","evenl","inkling","pnq","c1",65,"","exp3b"
"S_356","Y","30s","M","CAU","WE",NA,"","","","Lydia","yespre","c1","filler","someclimb","yesever","c2",0,"","exp3b"
"S_356","Y","30s","M","CAU","WE",NA,"","","","Alice","c2","neut","mnpi","lift","evenq","c1",65,"","exp3b"
"S_221","Y","20s","M","CAU","MW",NA,"","","Thank you","Prue","TRUE","c1","filler","base1c","res","FALSE",100,"","exp3b"
"S_221","Y","20s","M","CAU","MW",NA,"","","Thank you","Alice","c2","neut","mnpi","lift","pnq","c1",0,"","exp3b"
"S_221","Y","20s","M","CAU","MW",NA,"","","Thank you","Lydia","nopre","c1","filler","someclimb","yesever","c2",51,"","exp3b"
"S_221","Y","20s","M","CAU","MW",NA,"","","Thank you","Carrie","c2","neg","evenl","hint","pq","c1",100,"","exp3b"
"S_221","Y","20s","M","CAU","MW",NA,"","","Thank you","Dean","TRUE","c1","filler","base2c","res","FALSE",100,"","exp3b"
"S_221","Y","20s","M","CAU","MW",NA,"","","Thank you","Roy","c2","neut2","snpi","ever","evenq","c1",100,"","exp3b"
"S_221","Y","20s","M","CAU","MW",NA,"","","Thank you","Sally","c2","neg","evenh","praise","evenpnq","c1",100,"","exp3b"
"S_181","Y","20s","M","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",75,"Prue didn't reply in the affirmative or negative to Ron's question but went straight to say what Jane did instead. A better dialogue would have been","exp3b"
"S_181","Y","20s","M","CAU","SO",NA,"","","","Jacob","c2","neg","evenl","grain","evenq","c1",100,"","exp3b"
"S_181","Y","20s","M","CAU","SO",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",30,"The addition of \ever\ in Lydia's second statement makes it come across as a little off","exp3b"
"S_181","Y","20s","M","CAU","SO",NA,"","","","Andrew","c2","neut","mnpi","clue","evenpnq","c1",100,"","exp3b"
"S_181","Y","20s","M","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",25,"Robin has obviously been to Prague as she had gone there during her honeymoon making the first statement false","exp3b"
"S_181","Y","20s","M","CAU","SO",NA,"","","","Roy","c2","neut2","snpi","ever","pq2","c1",30,"There is no need for emphases on \Abroad\","exp3b"
"S_181","Y","20s","M","CAU","SO",NA,"","","","Sally","c2","neg","evenh","praise","pnq","c1",100,"","exp3b"
"S_69","Y","30s","M","LAT","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",53,"","exp3b"
"S_69","Y","30s","M","LAT","WE",NA,"","","","Sally","c2","neut","evenh","call","pnq","c1",76,"","exp3b"
"S_69","Y","30s","M","LAT","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",66,"","exp3b"
"S_69","Y","30s","M","LAT","WE",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",83,"","exp3b"
"S_69","Y","30s","M","LAT","WE",NA,"","","","Jacob","c2","neut2","evenl","grain","evenq","c1",63,"","exp3b"
"S_69","Y","30s","M","LAT","WE",NA,"","","","Alice","c2","neg","mnpi","lift","evenpnq","c1",65,"","exp3b"
"S_69","Y","30s","M","LAT","WE",NA,"","","","Roy","c2","neut","snpi","ever","pq2","c1",69,"","exp3b"
"S_285","Y","20s","F","ASI","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",79,"","exp3b"
"S_285","Y","20s","F","ASI","SW",NA,"","","","Jacob","c2","neg","evenl","smallest","evenq","c1",86,"","exp3b"
"S_285","Y","20s","F","ASI","SW",NA,"","","","Andrew","c2","neut","mnpi","give","evenpnq","c1",64,"","exp3b"
"S_285","Y","20s","F","ASI","SW",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",77,"","exp3b"
