"workerid","nat","age","gender","race","region","gendCom","raceCom","regCom","genCom","name1","conttype2","context","trialtype","content","qtype","conttype","naturalness","comment","experiment"
"S_430","Y","20s","M","CAU","SO",NA,"","","","Jacob","c2","neut","evenl","grain","evenpnq","c1",0,"","exp3a"
"S_430","Y","20s","M","CAU","SO",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",80,"","exp3a"
"S_430","Y","20s","M","CAU","SO",NA,"","","","Alice","c2","neut2","mnpi","lift","pq","c1",0,"","exp3a"
"S_430","Y","20s","M","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_46","Y","50s","F","CAU","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",19,"","exp3a"
"S_46","Y","50s","F","CAU","MA",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",22,"","exp3a"
"S_46","Y","50s","F","CAU","MA",NA,"","","","Lily","c2","neut2","snpi","anything","evenpnq","c1",21,"","exp3a"
"S_46","Y","50s","F","CAU","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_46","Y","50s","F","CAU","MA",NA,"","","","Sally","c2","neg","evenh","call","pq","c1",25,"","exp3a"
"S_46","Y","50s","F","CAU","MA",NA,"","","","Carrie","c2","neg","evenl","inkling","pnq","c1",85,"","exp3a"
"S_46","Y","50s","F","CAU","MA",NA,"","","","Alice","c2","neut","mnpi","wink","evenq","c1",26,"","exp3a"
"S_111","Y","30s","F","CAU","RO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",16,"","exp3a"
"S_111","Y","30s","F","CAU","RO",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",42,"","exp3a"
"S_111","Y","30s","F","CAU","RO",NA,"","","","Andrew","c2","neut","mnpi","clue","evenq","c1",45,"","exp3a"
"S_111","Y","30s","F","CAU","RO",NA,"","","","Sally","c2","neg","evenh","praise","pq","c1",2,"","exp3a"
"S_111","Y","30s","F","CAU","RO",NA,"","","","Carrie","c2","neg","evenl","hint","pnq","c1",12,"","exp3a"
"S_111","Y","30s","F","CAU","RO",NA,"","","","Roy","c2","neut2","snpi","ever","evenpnq","c1",55,"","exp3a"
"S_111","Y","30s","F","CAU","RO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",4,"","exp3a"
"S_32","Y","20s","NB","NAT","RO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",54,"","exp3a"
"S_32","Y","20s","NB","NAT","RO",NA,"","","","Matt","c2","neg","evenh","solve","pq","c1",85,"","exp3a"
"S_32","Y","20s","NB","NAT","RO",NA,"","","","Jacob","c2","neg","evenl","smallest","pnq","c1",58,"","exp3a"
"S_32","Y","20s","NB","NAT","RO",NA,"","","","Roy","c2","neut2","snpi","ever","evenpnq","c1",35,"","exp3a"
"S_32","Y","20s","NB","NAT","RO",NA,"","","","Andrew","c2","neut","mnpi","give","evenq","c1",60,"","exp3a"
"S_32","Y","20s","NB","NAT","RO",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",33,"","exp3a"
"S_32","Y","20s","NB","NAT","RO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",12,"","exp3a"
"S_25","Y","20s","M","ASI","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",90,"","exp3a"
"S_25","Y","20s","M","ASI","MW",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",21,"","exp3a"
"S_25","Y","20s","M","ASI","MW",NA,"","","","Lily","c2","neut","snpi","anything","evenpnq","c1",15,"","exp3a"
"S_25","Y","20s","M","ASI","MW",NA,"","","","Andrew","c2","neg","mnpi","give","evenq","c1",100,"","exp3a"
"S_25","Y","20s","M","ASI","MW",NA,"","","","Jacob","c2","neut2","evenl","smallest","pnq","c1",9,"","exp3a"
"S_25","Y","20s","M","ASI","MW",NA,"","","","Sally","c2","neut","evenh","call","pq","c1",100,"","exp3a"
"S_25","Y","20s","M","ASI","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_290","Y","30s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",57,"","exp3a"
"S_290","Y","30s","F","CAU","MW",NA,"","","","Jacob","c2","neut2","evenl","grain","evenq","c1",39,"","exp3a"
"S_290","Y","30s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",18,"","exp3a"
"S_290","Y","30s","F","CAU","MW",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",19,"","exp3a"
"S_290","Y","30s","F","CAU","MW",NA,"","","","Andrew","c2","neg","mnpi","clue","evenpnq","c1",76,"","exp3a"
"S_290","Y","30s","F","CAU","MW",NA,"","","","Sally","c2","neut","evenh","praise","pnq","c1",44,"","exp3a"
"S_290","Y","30s","F","CAU","MW",NA,"","","","Lily","c2","neut","snpi","anything","pq","c1",22,"","exp3a"
"S_446","Y","60s","F","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",15,"no","exp3a"
"S_446","Y","60s","F","CAU","SO",NA,"","","","Andrew","c2","neut2","mnpi","clue","pnq","c1",85,"no","exp3a"
"S_446","Y","60s","F","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",3,"no","exp3a"
"S_446","Y","60s","F","CAU","SO",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",56,"no","exp3a"
"S_446","Y","60s","F","CAU","SO",NA,"","","","Matt","c2","pos","evenh","solve","evenpnq","c1",95,"no","exp3a"
"S_446","Y","60s","F","CAU","SO",NA,"","","","Lily","c2","neg","snpi","anything","evenq","c1",5,"no","exp3a"
"S_446","Y","60s","F","CAU","SO",NA,"","","","Carrie","c2","neut","evenl","inkling","pq","c1",91,"no","exp3a"
"S_219","Y","50s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",75,"","exp3a"
"S_219","Y","50s","M","CAU","MW",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",26,"","exp3a"
"S_219","Y","50s","M","CAU","MW",NA,"","","","Jacob","c2","neg","evenl","smallest","evenpnq","c1",80,"","exp3a"
"S_219","Y","50s","M","CAU","MW",NA,"","","","Matt","c2","neg","evenh","read","evenq","c1",40,"","exp3a"
"S_219","Y","50s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",40,"","exp3a"
"S_219","Y","50s","M","CAU","MW",NA,"","","","Andrew","c2","neut","mnpi","clue","pq","c1",90,"","exp3a"
"S_219","Y","50s","M","CAU","MW",NA,"","","","Roy","c2","neut2","snpi","anytime","pnq","c1",80,"","exp3a"
"S_99","Y","20s","F","CAU","NE",NA,"","","i would be interested in seeing the results of this study!","Prue","TRUE","c1","filler","base1c","res","FALSE",27,"prue's response does not make sense to me given what ron said","exp3a"
"S_99","Y","20s","F","CAU","NE",NA,"","","i would be interested in seeing the results of this study!","Jacob","c2","neut","evenl","smallest","pnq","c1",54,"","exp3a"
"S_99","Y","20s","F","CAU","NE",NA,"","","i would be interested in seeing the results of this study!","Matt","c2","pos","evenh","solve","pq","c1",14,"flow does not make sense- i feel like the conversation should have started with matt's sentence","exp3a"
"S_99","Y","20s","F","CAU","NE",NA,"","","i would be interested in seeing the results of this study!","Alice","c2","neut2","mnpi","lift","evenq","c1",45,"","exp3a"
"S_99","Y","20s","F","CAU","NE",NA,"","","i would be interested in seeing the results of this study!","Dean","TRUE","c1","filler","base2c","res","TRUE",80,"","exp3a"
"S_99","Y","20s","F","CAU","NE",NA,"","","i would be interested in seeing the results of this study!","Lydia","nopre2","c1","filler","someclimb","noever2","c2",61,"","exp3a"
"S_99","Y","20s","F","CAU","NE",NA,"","","i would be interested in seeing the results of this study!","Lily","c2","neg","snpi","anything","evenpnq","c1",36,"","exp3a"
"S_162","Y","30s","F","AFR","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",38,"","exp3a"
"S_162","Y","30s","F","AFR","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",95,"","exp3a"
"S_162","Y","30s","F","AFR","SO",NA,"","","","Lily","c2","neg","snpi","anything","evenpnq","c1",95,"","exp3a"
"S_162","Y","30s","F","AFR","SO",NA,"","","","Andrew","c2","neut2","mnpi","give","evenq","c1",28,"","exp3a"
"S_162","Y","30s","F","AFR","SO",NA,"","","","Jacob","c2","neut","evenl","smallest","pnq","c1",63,"","exp3a"
"S_162","Y","30s","F","AFR","SO",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",24,"","exp3a"
"S_162","Y","30s","F","AFR","SO",NA,"","","","Sally","c2","pos","evenh","call","pq","c1",88,"","exp3a"
"S_245","Y","30s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",56,"","exp3a"
"S_245","Y","30s","M","CAU","MW",NA,"","","","Jacob","c2","neg","evenl","smallest","pnq","c1",67,"","exp3a"
"S_245","Y","30s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",56,"","exp3a"
"S_245","Y","30s","M","CAU","MW",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",35,"","exp3a"
"S_245","Y","30s","M","CAU","MW",NA,"","","","Sally","c2","neg","evenh","call","pq","c1",35,"","exp3a"
"S_245","Y","30s","M","CAU","MW",NA,"","","","Andrew","c2","neut","mnpi","give","evenq","c1",58,"","exp3a"
"S_245","Y","30s","M","CAU","MW",NA,"","","","Lily","c2","neut2","snpi","anything","evenpnq","c1",48,"","exp3a"
"S_189","Y","40s","F","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",98,"","exp3a"
"S_189","Y","40s","F","CAU","SO",NA,"","","","Sally","c2","neut","evenh","praise","evenq","c1",42,"","exp3a"
"S_189","Y","40s","F","CAU","SO",NA,"","","","Lydia","yespre2","c1","filler","someclimb","noever2","c2",87,"","exp3a"
"S_189","Y","40s","F","CAU","SO",NA,"","","","Roy","c2","neut","snpi","ever","pnq2","c1",97,"","exp3a"
"S_189","Y","40s","F","CAU","SO",NA,"","","","Alice","c2","neg","mnpi","lift","pq","c1",5,"","exp3a"
"S_189","Y","40s","F","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",97,"","exp3a"
"S_189","Y","40s","F","CAU","SO",NA,"","","","Carrie","c2","neut2","evenl","hint","evenpnq","c1",99,"","exp3a"
"S_371","Y","50s","M","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",69,"","exp3a"
"S_371","Y","50s","M","CAU","SO",NA,"","","","Andrew","c2","neut","mnpi","clue","pq","c1",85,"","exp3a"
"S_371","Y","50s","M","CAU","SO",NA,"","","","Roy","c2","neut2","snpi","anytime","pnq","c1",38,"","exp3a"
"S_371","Y","50s","M","CAU","SO",NA,"","","","Carrie","c2","neg","evenl","hint","evenpnq","c1",21,"","exp3a"
"S_371","Y","50s","M","CAU","SO",NA,"","","","Matt","c2","neg","evenh","solve","evenq","c1",22,"","exp3a"
"S_371","Y","50s","M","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",87,"","exp3a"
"S_371","Y","50s","M","CAU","SO",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",80,"","exp3a"
"S_148","Y","30s","M","LAT","OT",NA,"","Texas","","Prue","TRUE","c1","filler","base1c","res","FALSE",73,"Prue sounds unhappy with Jane","exp3a"
"S_148","Y","30s","M","LAT","OT",NA,"","Texas","","Matt","c2","neut","evenh","solve","pnq","c1",84,"","exp3a"
"S_148","Y","30s","M","LAT","OT",NA,"","Texas","","Alice","c2","neg","mnpi","lift","evenpnq","c1",40,"didn't seems inappropriate or out of place as the fist word here","exp3a"
"S_148","Y","30s","M","LAT","OT",NA,"","Texas","","Dean","TRUE","c1","filler","base2c","res","FALSE",45,"","exp3a"
"S_148","Y","30s","M","LAT","OT",NA,"","Texas","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",6,"","exp3a"
"S_148","Y","30s","M","LAT","OT",NA,"","Texas","","Lily","c2","neut","snpi","anything","pq","c1",36,"","exp3a"
"S_148","Y","30s","M","LAT","OT",NA,"","Texas","","Jacob","c2","neut2","evenl","smallest","evenq","c1",18,"","exp3a"
"S_26","Y","60s","M","CAU","NE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",60,"","exp3a"
"S_26","Y","60s","M","CAU","NE",NA,"","","","Matt","c2","pos","evenh","read","evenpnq","c1",24,"","exp3a"
"S_26","Y","60s","M","CAU","NE",NA,"","","","Alice","c2","neut2","mnpi","wink","pnq","c1",64,"","exp3a"
"S_26","Y","60s","M","CAU","NE",NA,"","","","Carrie","c2","neut","evenl","inkling","pq","c1",77,"","exp3a"
"S_26","Y","60s","M","CAU","NE",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",56,"","exp3a"
"S_26","Y","60s","M","CAU","NE",NA,"","","","Roy","c2","neg","snpi","anytime","evenq","c1",80,"","exp3a"
"S_26","Y","60s","M","CAU","NE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",9,"","exp3a"
"S_37","Y","40s","M","CAU","SW",NA,"","","Thank you.","Prue","TRUE","c1","filler","base1c","res","FALSE",83,"This could possibly happen.","exp3a"
"S_37","Y","40s","M","CAU","SW",NA,"","","Thank you.","Alice","c2","neg","mnpi","wink","evenq","c1",100,"very possible.","exp3a"
"S_37","Y","40s","M","CAU","SW",NA,"","","Thank you.","Lydia","yespre","c1","filler","someclimb","noever","c2",74,"possible reaction.","exp3a"
"S_37","Y","40s","M","CAU","SW",NA,"","","Thank you.","Jacob","c2","neut2","evenl","grain","pnq","c1",100,"very possible reaction.","exp3a"
"S_37","Y","40s","M","CAU","SW",NA,"","","Thank you.","Lily","c2","neut","snpi","anything","evenpnq","c1",100,"possible to happen","exp3a"
"S_37","Y","40s","M","CAU","SW",NA,"","","Thank you.","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_37","Y","40s","M","CAU","SW",NA,"","","Thank you.","Matt","c2","neut","evenh","solve","pq","c1",100,"very possible","exp3a"
"S_128","Y","20s","F","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",59,"","exp3a"
"S_128","Y","20s","F","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",80,"","exp3a"
"S_128","Y","20s","F","CAU","WE",NA,"","","","Matt","c2","pos","evenh","read","pq","c1",70,"","exp3a"
"S_128","Y","20s","F","CAU","WE",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",59,"","exp3a"
"S_128","Y","20s","F","CAU","WE",NA,"","","","Carrie","c2","neut","evenl","inkling","pnq","c1",87,"","exp3a"
"S_128","Y","20s","F","CAU","WE",NA,"","","","Alice","c2","neut2","mnpi","wink","evenq","c1",82,"","exp3a"
"S_128","Y","20s","F","CAU","WE",NA,"","","","Roy","c2","neg","snpi","ever","evenpnq","c1",56,"","exp3a"
"S_265","Y","40s","M","CAU","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",80,"","exp3a"
"S_265","Y","40s","M","CAU","MA",NA,"","","","Sally","c2","neut","evenh","call","pq","c1",74,"","exp3a"
"S_265","Y","40s","M","CAU","MA",NA,"","","","Carrie","c2","neut2","evenl","inkling","pnq","c1",67,"","exp3a"
"S_265","Y","40s","M","CAU","MA",NA,"","","","Alice","c2","neg","mnpi","lift","evenq","c1",82,"","exp3a"
"S_265","Y","40s","M","CAU","MA",NA,"","","","Roy","c2","neut","snpi","ever","evenpnq","c1",84,"","exp3a"
"S_265","Y","40s","M","CAU","MA",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",38,"","exp3a"
"S_265","Y","40s","M","CAU","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",85,"","exp3a"
"S_31","Y","50s","F","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",6,"","exp3a"
"S_31","Y","50s","F","CAU","WE",NA,"","","","Carrie","c2","neg","evenl","inkling","pnq","c1",68,"","exp3a"
"S_31","Y","50s","F","CAU","WE",NA,"","","","Matt","c2","neg","evenh","read","pq","c1",7,"","exp3a"
"S_31","Y","50s","F","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",67,"","exp3a"
"S_31","Y","50s","F","CAU","WE",NA,"","","","Lily","c2","neut2","snpi","anything","evenpnq","c1",23,"","exp3a"
"S_31","Y","50s","F","CAU","WE",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",33,"","exp3a"
"S_31","Y","50s","F","CAU","WE",NA,"","","","Alice","c2","neut","mnpi","lift","evenq","c1",6,"","exp3a"
"S_273","Y","20s","F","LAT","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",28,"","exp3a"
"S_273","Y","20s","F","LAT","SW",NA,"","","","Sally","c2","neg","evenh","call","pnq","c1",81,"","exp3a"
"S_273","Y","20s","F","LAT","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",84,"","exp3a"
"S_273","Y","20s","F","LAT","SW",NA,"","","","Carrie","c2","neg","evenl","inkling","evenq","c1",35,"","exp3a"
"S_273","Y","20s","F","LAT","SW",NA,"","","","Alice","c2","neut","mnpi","lift","evenpnq","c1",27,"","exp3a"
"S_273","Y","20s","F","LAT","SW",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",63,"","exp3a"
"S_273","Y","20s","F","LAT","SW",NA,"","","","Lily","c2","neut2","snpi","anything","pq","c1",74,"","exp3a"
"S_444","Y","20s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",37,"","exp3a"
"S_444","Y","20s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",5,"","exp3a"
"S_444","Y","20s","M","CAU","MW",NA,"","","","Lily","c2","neg","snpi","anything","pq","c1",3,"","exp3a"
"S_444","Y","20s","M","CAU","MW",NA,"","","","Andrew","c2","neut2","mnpi","clue","evenpnq","c1",95,"","exp3a"
"S_444","Y","20s","M","CAU","MW",NA,"","","","Jacob","c2","neut","evenl","smallest","evenq","c1",42,"","exp3a"
"S_444","Y","20s","M","CAU","MW",NA,"","","","Sally","c2","pos","evenh","praise","pnq","c1",7,"","exp3a"
"S_444","Y","20s","M","CAU","MW",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",88,"","exp3a"
"S_276","Y","40s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",57,"No","exp3a"
"S_276","Y","40s","F","CAU","MW",NA,"","","","Andrew","c2","neg","mnpi","give","evenq","c1",77,"No","exp3a"
"S_276","Y","40s","F","CAU","MW",NA,"","","","Matt","c2","neut","evenh","read","pq","c1",20,"No","exp3a"
"S_276","Y","40s","F","CAU","MW",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",96,"No","exp3a"
"S_276","Y","40s","F","CAU","MW",NA,"","","","Roy","c2","neut","snpi","ever","evenpnq","c1",12,"No","exp3a"
"S_276","Y","40s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",98,"","exp3a"
"S_276","Y","40s","F","CAU","MW",NA,"","","","Carrie","c2","neut2","evenl","inkling","pnq","c1",60,"","exp3a"
"S_64","Y","30s","M","CAU","MW",NA,"","","	","Prue","TRUE","c1","filler","base1c","res","FALSE",26,"","exp3a"
"S_64","Y","30s","M","CAU","MW",NA,"","","	","Dean","TRUE","c1","filler","base2c","res","TRUE",92,"","exp3a"
"S_64","Y","30s","M","CAU","MW",NA,"","","	","Alice","c2","neut","mnpi","wink","evenq","c1",75,"","exp3a"
"S_64","Y","30s","M","CAU","MW",NA,"","","	","Sally","c2","neg","evenh","call","pq","c1",42,"","exp3a"
"S_64","Y","30s","M","CAU","MW",NA,"","","	","Roy","c2","neut2","snpi","ever","evenpnq","c1",55,"","exp3a"
"S_64","Y","30s","M","CAU","MW",NA,"","","	","Jacob","c2","neg","evenl","grain","pnq","c1",70,"","exp3a"
"S_64","Y","30s","M","CAU","MW",NA,"","","	","Lydia","nopre2","c1","filler","someclimb","noever2","c2",76,"","exp3a"
"S_247","Y","30s","F","LAT","nonUS",NA,"","","	","Prue","TRUE","c1","filler","base1c","res","FALSE",62,"","exp3a"
"S_247","Y","30s","F","LAT","nonUS",NA,"","","	","Matt","c2","neg","evenh","read","pnq","c1",18,"","exp3a"
"S_247","Y","30s","F","LAT","nonUS",NA,"","","	","Alice","c2","neut","mnpi","wink","evenpnq","c1",71,"","exp3a"
"S_247","Y","30s","F","LAT","nonUS",NA,"","","	","Dean","TRUE","c1","filler","base2c","res","FALSE",15,"","exp3a"
"S_247","Y","30s","F","LAT","nonUS",NA,"","","	","Lily","c2","neut2","snpi","anything","pq2","c1",84,"","exp3a"
"S_247","Y","30s","F","LAT","nonUS",NA,"","","	","Lydia","yespre","c1","filler","someclimb","noever","c2",88,"","exp3a"
"S_247","Y","30s","F","LAT","nonUS",NA,"","","	","Jacob","c2","neg","evenl","smallest","evenq","c1",89,"","exp3a"
"S_107","Y","30s","M","CAU","SO",NA,"","","	","Prue","TRUE","c1","filler","base1c","res","FALSE",55,"","exp3a"
"S_107","Y","30s","M","CAU","SO",NA,"","","	","Matt","c2","neut","evenh","read","pnq","c1",87,"","exp3a"
"S_107","Y","30s","M","CAU","SO",NA,"","","	","Lydia","yespre","c1","filler","someclimb","yesever","c2",5,"","exp3a"
"S_107","Y","30s","M","CAU","SO",NA,"","","	","Andrew","c2","neg","mnpi","give","evenpnq","c1",95,"","exp3a"
"S_107","Y","30s","M","CAU","SO",NA,"","","	","Jacob","c2","neut2","evenl","grain","evenq","c1",100,"","exp3a"
"S_107","Y","30s","M","CAU","SO",NA,"","","	","Lily","c2","neut","snpi","anything","pq","c1",30,"","exp3a"
"S_107","Y","30s","M","CAU","SO",NA,"","","	","Dean","TRUE","c1","filler","base2c","res","FALSE",5,"","exp3a"
"S_257","Y","20s","M","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",0,"Completely different activities doesn't flow well in context","exp3a"
"S_257","Y","20s","M","CAU","SO",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",0,"She gave the fact then asked the question it feels like she's quizzing him","exp3a"
"S_257","Y","20s","M","CAU","SO",NA,"","","","Roy","c2","neut2","snpi","anytime","pq","c1",100,"","exp3a"
"S_257","Y","20s","M","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"Both sentences contradict each other","exp3a"
"S_257","Y","20s","M","CAU","SO",NA,"","","","Matt","c2","neg","evenh","read","pnq","c1",100,"","exp3a"
"S_257","Y","20s","M","CAU","SO",NA,"","","","Carrie","c2","neg","evenl","inkling","evenq","c1",100,"","exp3a"
"S_257","Y","20s","M","CAU","SO",NA,"","","","Andrew","c2","neut","mnpi","clue","evenpnq","c1",100,"","exp3a"
"S_242","Y","40s","F","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",63,"","exp3a"
"S_242","Y","40s","F","CAU","SO",NA,"","","","Jacob","c2","neut2","evenl","smallest","pnq","c1",78,"","exp3a"
"S_242","Y","40s","F","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",76,"","exp3a"
"S_242","Y","40s","F","CAU","SO",NA,"","","","Andrew","c2","neg","mnpi","clue","evenq","c1",77,"","exp3a"
"S_242","Y","40s","F","CAU","SO",NA,"","","","Matt","c2","neut","evenh","solve","pq","c1",35,"","exp3a"
"S_242","Y","40s","F","CAU","SO",NA,"","","","Lily","c2","neut","snpi","anything","evenpnq","c1",37,"","exp3a"
"S_242","Y","40s","F","CAU","SO",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",42,"","exp3a"
"S_198","Y","30s","M","CAU","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",64,"","exp3a"
"S_198","Y","30s","M","CAU","SW",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",61,"","exp3a"
"S_198","Y","30s","M","CAU","SW",NA,"","","","Lily","c2","neut2","snpi","anything","pq","c1",100,"","exp3a"
"S_198","Y","30s","M","CAU","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3a"
"S_198","Y","30s","M","CAU","SW",NA,"","","","Alice","c2","neut","mnpi","wink","evenpnq","c1",28,"","exp3a"
"S_198","Y","30s","M","CAU","SW",NA,"","","","Matt","c2","neg","evenh","solve","pnq","c1",83,"","exp3a"
"S_198","Y","30s","M","CAU","SW",NA,"","","","Jacob","c2","neg","evenl","grain","evenq","c1",85,"","exp3a"
"S_183","Y","20s","F","CAU","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",33,"","exp3a"
"S_183","Y","20s","F","CAU","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",18,"","exp3a"
"S_183","Y","20s","F","CAU","SW",NA,"","","","Sally","c2","neg","evenh","praise","pnq","c1",75,"","exp3a"
"S_183","Y","20s","F","CAU","SW",NA,"","","","Jacob","c2","neg","evenl","grain","evenq","c1",85,"","exp3a"
"S_183","Y","20s","F","CAU","SW",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",57,"","exp3a"
"S_183","Y","20s","F","CAU","SW",NA,"","","","Alice","c2","neut","mnpi","wink","evenpnq","c1",78,"","exp3a"
"S_183","Y","20s","F","CAU","SW",NA,"","","","Roy","c2","neut2","snpi","ever","pq2","c1",82,"","exp3a"
"S_170","Y","30s","M","OTH","SW",NA,"Rürk","","","Prue","TRUE","c1","filler","base1c","res","TRUE",89,"","exp3a"
"S_170","Y","30s","M","OTH","SW",NA,"Rürk","","","Lydia","yespre","c1","filler","someclimb","yesever","c2",79,"","exp3a"
"S_170","Y","30s","M","OTH","SW",NA,"Rürk","","","Sally","c2","neg","evenh","praise","evenq","c1",43,"","exp3a"
"S_170","Y","30s","M","OTH","SW",NA,"Rürk","","","Alice","c2","neut","mnpi","lift","pq","c1",66,"","exp3a"
"S_170","Y","30s","M","OTH","SW",NA,"Rürk","","","Carrie","c2","neg","evenl","hint","evenpnq","c1",35,"","exp3a"
"S_170","Y","30s","M","OTH","SW",NA,"Rürk","","","Dean","TRUE","c1","filler","base2c","res","TRUE",64,"","exp3a"
"S_170","Y","30s","M","OTH","SW",NA,"Rürk","","","Lily","c2","neut2","snpi","anything","pnq","c1",40,"","exp3a"
"S_215","Y","20s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",0,"","exp3a"
"S_215","Y","20s","M","CAU","MW",NA,"","","","Andrew","c2","neut","mnpi","give","pnq","c1",69,"","exp3a"
"S_215","Y","20s","M","CAU","MW",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",91,"","exp3a"
"S_215","Y","20s","M","CAU","MW",NA,"","","","Jacob","c2","neg","evenl","grain","pq","c1",99,"","exp3a"
"S_215","Y","20s","M","CAU","MW",NA,"","","","Matt","c2","neg","evenh","read","evenpnq","c1",69,"","exp3a"
"S_215","Y","20s","M","CAU","MW",NA,"","","","Lily","c2","neut2","snpi","anything","evenq","c1",98,"","exp3a"
"S_215","Y","20s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",1,"","exp3a"
"S_175","Y","30s","M","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",26,"","exp3a"
